probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_21943	10.68242	11.37054	11.13209	11.24603	11.17252	11.15685	10.81587	10.75183	10.64736	10.28466	10.35248	10.33615
Probe_21944	4.68419	5.939784	5.809667	6.428211	5.002487	5.772337	5.500152	5.45651	6.392159	6.578987	6.551879	6.867143
Probe_21945	6.464645	5.763895	6.931068	6.73231	5.455442	5.635981	6.177954	6.380137	6.81255	6.164279	7.390969	6.837161
Probe_21946	6.805138	6.327127	6.401886	6.354112	6.393396	6.512782	6.321901	6.616259	5.916997	6.090074	6.468559	6.014331
Probe_21947	10.23723	10.59307	10.75876	10.41283	10.51571	10.50078	10.75282	10.2374	10.3761	10.7119	10.4255	10.73151
Probe_21948	7.086285	6.786492	7.144016	7.307565	6.921615	7.166756	7.373144	7.144087	6.962792	7.002905	5.85521	6.743555
Probe_21949	7.948437	8.293568	8.112283	7.79613	8.349113	8.094753	7.999504	7.781976	7.674743	7.384084	7.547203	7.258368
Probe_21950	7.411604	7.037723	6.684398	6.966984	6.636655	6.825557	8.207727	6.075772	7.462813	6.626953	5.897047	6.348471
Probe_21951	7.076997	7.150387	6.984749	6.744632	6.712417	6.008348	6.900456	6.991805	6.797545	6.604888	6.442098	6.342094
Probe_21952	7.330773	6.688264	7.356135	7.208956	6.905014	6.719868	7.221142	7.343355	6.725441	7.697169	6.799528	7.578856
Probe_21953	7.28965	7.167599	6.460112	6.040921	6.312004	6.027032	6.570067	6.719936	5.958423	5.853434	5.425577	5.573774
Probe_21954	5.845144	5.791025	5.054423	5.843544	4.399793	5.904311	5.625545	5.699438	5.568582	5.205217	5.481686	5.36153
Probe_21955	8.474095	8.880682	8.930867	8.890483	8.346106	8.075121	8.359328	8.672012	8.79922	8.631028	8.34466	8.832156
Probe_21956	7.827794	8.655302	8.682959	8.859538	8.046949	8.5927	7.875049	8.773314	9.023832	8.838615	8.457734	8.915201
Probe_21957	6.656697	6.055616	6.242115	6.176109	6.34208	5.854784	6.074388	5.577405	6.604688	6.208119	5.952091	6.458037
Probe_21958	6.531586	6.124988	6.216814	5.789401	6.318859	5.988019	6.313826	6.361609	6.557327	6.13496	6.584605	6.325768
Probe_21959	4.156955	5.08183	5.386038	4.921013	5.260259	4.363711	4.920308	5.808854	4.346411	3.290153	4.211316	3.253741
Probe_21960	9.687286	9.748141	9.622619	9.509555	9.601617	9.525848	9.745261	9.766524	9.671624	9.247337	9.726508	9.285442
Probe_21961	6.886977	6.360684	6.314479	6.110781	4.480213	4.666046	1.269506	5.437095	2.890949	4.152281	4.544609	5.40411
Probe_21962	3.975263	5.105033	5.344502	5.342779	5.04624	4.847015	5.525079	5.42461	5.193977	5.267543	4.53955	4.943288
Probe_21963	7.087601	7.276208	7.283829	7.348516	6.016349	7.364826	7.299913	7.298411	6.573067	5.95964	4.863393	6.46474
Probe_21964	7.306171	7.85645	7.693229	8.116744	7.720723	8.444593	8.002387	8.614327	8.055315	8.242641	7.435929	7.82846
Probe_21965	10.34544	10.17668	10.08232	10.13309	9.487484	10.04275	9.566817	9.781566	10.12726	10.07843	9.939232	10.08836
Probe_21966	6.003067	7.053003	6.37825	6.631141	6.648192	7.499344	6.988457	7.020702	6.220899	5.914703	5.668993	5.823107
Probe_21967	7.490674	8.242021	8.391991	8.848598	7.501057	8.901419	8.579505	8.697822	9.058544	8.450828	6.91804	8.931148
Probe_21968	7.469992	6.902665	6.926948	6.820817	8.350855	7.440886	7.696404	7.452521	6.109607	6.415647	7.061182	6.411055
Probe_21969	8.159826	8.382036	8.427011	9.931062	8.424326	8.395093	8.956269	8.013004	8.661379	8.284278	9.078674	8.481989
Probe_21970	8.695187	8.03274	8.822153	8.296925	10.17604	9.386177	10.21661	9.95007	7.892834	8.159604	6.468091	7.634201
Probe_21971	3.187548	4.592427	3.425728	4.534074	3.366588	4.750424	4.179901	5.040366	4.225182	4.49382	1.605139	3.425849
Probe_21972	6.95076	6.608938	6.34717	6.589921	5.532429	6.344315	7.099337	6.795741	6.02593	6.028918	6.617802	6.409418
Probe_21973	4.975846	4.508036	3.528396	4.598842	3.456556	3.949554	4.372158	3.651993	4.46724	3.472566	3.236341	3.807983
Probe_21974	5.548249	5.390932	5.743717	5.128524	4.237036	4.254896	4.888446	4.946202	5.326293	5.890357	4.534012	5.701782
Probe_21975	6.955266	6.70613	6.808256	7.155061	7.401801	8.057044	6.821838	7.455976	6.578146	7.11319	8.023111	7.280864
Probe_21976	4.647712	4.86886	4.753722	4.404726	3.759848	4.77273	3.558953	5.316128	4.512088	4.04896	3.834145	4.49134
Probe_21977	9.756138	9.067346	9.747058	9.614936	10.49856	10.02459	10.42593	10.18533	9.39001	10.11288	9.005521	9.627541
Probe_21978	6.291379	5.261369	5.623513	5.65492	5.69164	5.442234	5.097396	5.75544	5.711933	6.08804	5.579298	5.934821
Probe_21979	6.703696	6.999324	6.969956	6.851287	7.025317	7.078194	7.383601	7.265559	7.061722	6.80854	7.501399	6.843657
Probe_21980	5.81324	5.461797	5.561522	5.78582	6.068409	5.642514	3.648638	5.718427	4.781034	5.856388	3.60972	5.711715
Probe_21981	5.438173	5.659157	5.547678	5.835762	3.52449	5.660889	5.667231	6.062484	5.602454	5.719652	5.076965	5.743256
Probe_21982	6.975607	6.889376	6.534641	5.96556	6.295209	5.972235	6.63843	5.768452	6.221885	6.360589	5.979168	6.47952
Probe_21983	7.212258	6.028071	4.196615	5.084787	6.028071	6.028071	2.813393	6.826269	7.394085	6.872152	6.801986	7.051089
Probe_21984	5.131997	3.246156	4.053546	2.997919	4.47328	4.268816	4.310936	-0.1689	2.684215	4.859224	4.83648	4.521899
Probe_21985	5.80279	6.207003	5.955408	6.277038	5.582535	6.060836	6.079811	5.568114	6.044975	5.976762	6.129114	6.518881
Probe_21986	6.82394	6.210393	6.478333	6.635461	6.766317	6.750955	6.195411	7.06115	6.760168	6.599864	6.589304	6.494518
Probe_21987	5.229184	3.350639	4.265309	4.138356	4.446201	5.410674	5.1604	4.370945	3.774386	4.463197	4.446201	4.298915
Probe_21988	9.643789	10.21451	10.53104	10.20951	7.822826	8.342812	9.771891	9.151004	8.343732	8.347679	9.63348	9.493965
Probe_21989	10.53642	9.321973	9.921258	9.743374	9.326672	8.998574	9.246831	8.966903	9.599732	8.936426	9.704512	9.506635
Probe_21990	7.335864	7.035767	7.015761	6.916942	6.344253	6.488178	6.910769	6.651726	6.724582	6.780008	4.50969	7.113763
Probe_21991	4.963631	4.696111	4.763858	4.71474	5.804082	5.052672	3.268091	4.570512	5.212332	4.599758	5.279185	5.107667
Probe_21992	5.700196	6.617514	6.261578	6.206526	6.749239	6.56425	6.064156	5.69679	6.807303	5.977342	6.825162	6.422226
Probe_21993	6.849949	6.687873	7.200026	6.910505	6.093378	5.983609	6.918052	5.624695	6.567285	6.572465	6.571997	6.884134
Probe_21994	6.589771	7.498027	7.011764	6.714108	6.999673	7.194195	7.114419	7.503476	7.204082	7.248639	7.289761	7.447058
Probe_21995	6.872976	6.982674	6.323112	6.639251	6.348059	6.9659	6.638016	6.165904	6.077469	6.349291	5.246499	6.133853
Probe_21996	6.916608	6.822717	6.801547	6.776644	5.668383	6.632424	6.444849	6.016294	6.775525	5.660595	6.978116	6.653046
Probe_21997	6.817406	6.69166	6.182692	6.410779	5.567889	5.810042	6.693473	7.193841	6.532523	6.319038	4.38111	6.246163
Probe_21998	5.393553	5.831464	5.603695	5.345748	5.44424	5.780777	5.721755	5.665475	5.95217	5.442618	5.655217	5.504328
Probe_21999	10.00536	10.01197	10.1094	9.661611	10.41545	9.821391	10.56464	10.08669	9.239871	9.471683	9.093581	9.443292
Probe_22000	3.194454	4.893115	4.86763	4.572126	5.136372	3.606999	3.857812	3.717803	4.38539	4.344857	4.957641	4.679536
Probe_22001	7.932575	8.65126	8.532149	7.896181	8.38338	8.514844	8.077163	8.412138	7.684742	7.245372	6.646292	7.368
Probe_22002	9.206948	8.810822	9.222558	8.968572	9.399319	9.130892	9.28303	8.639789	8.783041	8.311331	9.383359	9.065906
Probe_22003	8.008289	8.258976	8.28635	8.191632	8.481586	8.204938	8.693658	8.508833	7.663103	8.040986	6.710297	8.179153
Probe_22004	8.160522	7.459382	8.344371	7.491981	10.26249	8.810183	10.33399	9.134208	7.547889	7.830629	6.670061	7.765336
Probe_22005	8.433151	8.984925	8.811073	8.441973	7.970583	8.089058	8.040772	8.756179	8.726801	8.647502	7.960002	8.675643
Probe_22006	7.162411	6.971038	6.7861	7.240066	6.354665	6.976604	6.82097	7.036932	7.123232	6.101982	6.331087	6.30624
Probe_22007	7.860013	7.888329	8.025682	7.770796	7.761511	7.735245	8.194885	7.764759	7.856164	7.535058	8.009851	7.617688
Probe_22008	8.51687	8.32898	8.64378	8.520682	7.902773	7.230904	8.381867	8.19101	7.38169	8.527129	6.620337	8.367419
Probe_22009	7.636907	7.523146	7.350648	7.388362	7.688558	7.654829	7.428888	7.497173	7.673867	7.138907	7.979099	7.530157
Probe_22010	6.639636	6.654794	6.765362	6.349489	6.457156	6.655137	7.030744	6.996038	6.870574	6.636098	6.682826	6.689705
Probe_22011	7.802581	8.376586	8.253403	7.725762	8.046857	8.333102	8.323118	7.804376	8.155375	8.064964	7.209141	7.91423
Probe_22012	6.453333	6.26027	6.270379	5.91868	4.605115	6.544502	6.043299	6.651267	5.833806	6.128607	3.838468	5.880179
Probe_22013	7.183397	7.719327	7.46952	7.276106	6.655924	7.564477	7.402995	7.505859	7.775202	7.553599	7.153775	7.324667
Probe_22014	9.859181	9.643335	9.649508	9.736295	9.75684	9.534509	9.712995	9.603478	9.483592	9.417201	9.962335	9.437405
Probe_22015	7.826351	8.340139	8.200104	7.988082	7.359468	8.151676	7.618459	7.972572	8.079447	7.316444	7.302465	7.411096
Probe_22016	8.671594	8.990867	8.810421	8.461406	8.005653	8.45063	8.158201	8.387419	8.508215	8.621415	7.51622	8.449206
Probe_22017	6.682236	6.24668	6.495222	6.826243	4.63486	6.548397	6.339946	7.171797	6.900517	6.617635	6.382766	6.742949
Probe_22018	7.105416	7.283218	7.320015	7.043334	6.139748	6.905375	7.30103	6.939544	6.632453	7.078087	5.895026	6.722425
Probe_22019	9.525517	7.925964	9.586221	7.986792	8.968459	7.599682	9.195296	8.09034	6.569322	8.202574	6.0388	8.439881
Probe_22020	7.602543	6.666515	7.30337	6.793779	7.463794	6.661906	7.921567	7.408398	6.239127	7.354249	5.719386	7.384223
Probe_22021	2.247043	3.985792	4.782786	3.371559	2.930544	3.675059	4.774766	4.336769	4.882506	4.260184	1.11536	3.888217
Probe_22022	7.887915	8.0996	8.11017	7.801973	8.850534	8.606368	8.88687	8.350064	7.453559	7.637436	6.181216	6.862625
Probe_22023	5.147486	5.80693	5.836702	5.66294	5.085327	6.119348	5.845001	6.085571	6.217223	5.685747	6.450202	5.702577
Probe_22024	5.046347	5.185387	4.897734	5.165562	5.159246	5.083528	3.858061	5.672807	6.167083	5.043012	5.148702	5.35695
Probe_22025	8.897237	9.032134	8.923221	9.257569	8.89715	9.024876	8.932218	8.906918	9.271001	9.270816	9.414506	9.167604
Probe_22026	7.945409	7.893423	7.734195	7.689746	7.091763	7.811278	7.489109	7.763126	7.623216	7.834913	8.003113	7.656332
Probe_22027	9.166281	9.006099	9.636431	8.915739	9.462036	8.82302	9.684419	8.906695	8.839818	9.585528	8.108394	9.62601
Probe_22028	5.374434	5.631358	4.948222	4.655506	5.106955	5.968685	6.220889	5.021311	5.700914	4.325919	5.201065	4.257516
Probe_22029	7.964306	8.628114	8.374301	8.304703	8.150397	8.612371	8.331405	7.935937	8.115137	8.465909	6.821468	7.590991
Probe_22030	7.64439	6.568005	8.024652	7.374205	7.441359	6.944367	7.711474	7.599578	6.164139	8.298608	6.327569	7.99121
Probe_22031	9.008821	9.092887	9.293283	8.865746	9.006494	8.64294	9.014634	8.898045	9.346088	9.85335	9.284519	9.756561
Probe_22032	9.725978	9.735155	9.62201	9.219093	10.13816	9.795522	10.31159	10.08228	9.122963	9.123602	8.615023	8.936414
Probe_22033	8.64793	8.094695	8.61595	8.50676	8.720921	8.29309	8.853269	8.842426	8.04178	7.98026	6.96204	8.048307
Probe_22034	8.494296	7.135689	7.696884	7.856233	7.800557	7.744175	7.491436	7.901742	7.478721	7.601682	8.054083	7.924023
Probe_22035	7.235717	7.293076	7.327705	7.121223	7.010321	7.302429	7.15056	6.933455	6.835065	6.986309	5.756775	6.530754
Probe_22036	9.365347	9.515824	8.734547	9.156215	9.198371	8.887866	9.016833	9.030297	8.316888	8.26044	8.708639	8.537909
Probe_22037	7.108054	6.70418	6.754179	6.41074	4.159371	6.664426	6.436856	7.183655	6.795793	6.766158	7.393562	7.051622
Probe_22038	10.3537	9.728623	10.25475	9.949109	8.496782	8.779618	8.860376	8.459157	9.796578	9.318154	9.835395	10.0224
Probe_22039	6.254681	4.964218	5.244503	5.33533	4.066709	3.534423	5.483784	6.14695	6.174384	5.036925	4.991177	4.717413
Probe_22040	7.760208	8.173967	8.16221	8.209955	8.17504	8.565951	8.468176	8.710879	7.693661	8.157448	6.693626	7.304803
Probe_22041	6.595844	6.883877	6.700981	6.699399	6.809877	6.450515	6.390491	5.813538	6.368203	6.177561	6.191012	6.346971
Probe_22042	7.837861	8.386832	7.756216	7.988929	7.090525	7.898118	7.504827	8.227539	9.235165	9.127066	8.326416	9.388366
Probe_22043	8.372456	8.164505	8.893684	8.785482	8.84507	8.448637	8.843689	8.779036	8.49928	8.948522	8.374148	9.086648
Probe_22044	7.726075	7.447323	7.467443	7.439208	7.797577	7.259922	7.69203	7.866747	7.839538	7.569286	7.773179	7.518
Probe_22045	7.782802	7.404222	7.631061	7.232881	7.153826	7.271687	7.211518	7.134601	7.288977	6.832396	8.585229	6.890058
Probe_22046	8.099069	8.296145	8.209556	7.72405	8.642947	8.672903	8.759539	8.921046	8.162255	8.379504	5.856435	7.963532
Probe_22047	6.472709	6.377471	6.400427	6.551478	6.348663	6.314332	6.219006	6.263876	6.752922	7.187441	6.105072	6.900456
Probe_22048	9.564813	8.727427	9.424496	9.17151	9.767706	8.970831	9.893791	9.25367	8.541778	9.233145	8.046513	9.269405
Probe_22049	7.96964	8.064118	8.104457	7.909011	9.076794	8.862169	9.349547	8.337417	7.607767	7.242031	5.434938	7.442297
Probe_22050	5.92976	7.333415	7.174976	6.842753	6.269834	7.230424	6.937062	7.204043	6.829165	6.367537	4.918734	6.525984
Probe_22051	7.527774	7.086858	7.259555	7.22595	6.934387	7.28218	7.266824	7.868804	7.115772	7.493463	6.332788	7.416223
Probe_22052	9.587022	9.320421	9.360099	9.561107	9.333866	9.273721	9.443341	9.24425	8.865761	8.610146	9.189652	9.135194
Probe_22053	6.18244	6.549897	6.553152	6.323955	6.321609	6.381789	6.992304	6.602506	6.229834	6.227797	6.970198	6.519531
Probe_22054	11.81835	11.6122	11.94912	11.85535	11.49866	11.35906	11.44829	11.53475	11.60236	11.91178	11.9282	11.90364
Probe_22055	9.052628	8.226229	8.664618	9.009398	7.516512	8.118728	8.21394	8.27679	8.831532	9.524655	8.793119	9.457442
Probe_22056	7.090568	7.712699	7.349179	7.331177	5.225236	7.260299	6.055415	6.910948	6.665137	6.072635	4.652223	6.187696
Probe_22057	7.58831	7.844298	8.040547	7.536877	7.552208	7.478519	7.431155	7.277836	7.695159	7.832593	7.008731	7.572731
Probe_22058	9.436085	9.238457	9.72848	9.884259	9.96564	9.930298	10.10156	9.148301	8.816347	8.506796	9.018175	8.67193
Probe_22059	8.045727	7.812351	8.176263	8.089927	8.095075	8.057467	8.022196	8.06902	8.001746	7.575577	8.621404	7.851399
Probe_22060	7.504867	7.665066	7.508944	7.736693	7.409832	7.765541	7.747199	7.746246	7.474809	7.216241	7.25501	7.421072
Probe_22061	2.53928	3.672957	3.490198	1.880349	2.795952	5.254443	3.280436	3.791231	2.732369	3.245845	3.272385	3.409785
Probe_22062	11.28673	9.861185	11.948	10.80027	11.71562	10.50895	12.21291	11.32084	9.028862	11.42634	10.53443	11.72572
Probe_22063	7.576976	6.143116	7.994908	6.759515	7.998833	6.59403	8.348414	7.414837	6.099245	8.243407	5.428179	8.12333
Probe_22064	7.819706	8.504279	8.138487	8.520552	9.47278	9.2955	9.19154	9.650483	8.888022	8.550512	7.762794	8.277901
Probe_22065	9.318534	8.930856	9.103739	9.291914	8.340366	9.036501	8.49213	8.381002	9.258896	8.614412	8.98286	8.849755
Probe_22066	6.531746	6.744403	6.447197	6.454893	5.9164	6.521828	6.682306	6.700065	6.637891	6.02562	6.444715	6.447425
Probe_22067	6.884915	6.793623	6.565516	6.362927	5.437587	6.374841	6.494688	6.9331	6.39707	6.713531	5.697443	6.404089
Probe_22068	4.61818	4.226015	3.580881	4.726728	4.019421	1.997321	4.884236	4.565963	5.171555	4.531369	2.295238	3.616146
Probe_22069	7.884085	7.758017	7.557954	7.795241	6.886794	7.869372	7.722145	7.960645	7.61177	7.111991	5.459405	7.146533
Probe_22070	8.120803	8.285009	7.933018	8.174981	8.63591	7.789018	8.379348	8.242036	7.535726	7.474379	7.578916	7.745022
Probe_22071	5.760168	5.610703	6.123428	5.831315	5.249203	4.347148	5.763794	6.430161	4.652223	4.954452	5.453044	5.260891
Probe_22072	5.87618	4.990723	5.563164	5.233574	5.134673	5.470052	5.286974	5.834469	6.17243	5.752545	5.331286	5.961834
Probe_22073	8.472606	6.971865	7.954952	7.562365	6.983906	6.430601	7.141096	6.471688	7.712107	8.793831	8.260421	8.312152
Probe_22074	5.009132	5.762264	4.699124	5.049892	3.933969	5.137299	5.530377	4.078857	4.884456	4.671854	3.352179	4.515391
Probe_22075	10.24961	8.286073	9.164942	9.37956	8.52716	8.205324	8.646753	8.437877	8.74027	9.766217	8.298122	9.099811
Probe_22076	3.839819	3.304114	3.921789	4.00672	5.68518	4.344864	4.665182	4.677446	2.781064	4.611715	5.192581	3.677407
Probe_22077	5.880174	5.299567	5.013927	4.842939	4.727773	5.517342	5.001681	5.329242	5.549611	4.856533	4.430366	4.988476
Probe_22078	4.232492	-0.11442	4.42059	4.179893	3.821118	4.951788	4.438313	3.096314	3.868687	3.671509	3.399773	3.361389
