probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_2610	7.860255	8.317824	8.244226	8.391652	7.537024	8.349701	8.160487	8.349914	8.073644	8.082367	6.289054	7.815819
Probe_2611	9.207712	8.878866	9.604451	9.647514	9.759525	9.384089	9.849607	9.938111	8.999662	9.628021	9.015471	9.638581
Probe_2612	8.556567	9.385478	9.01327	8.982976	8.435008	9.30308	8.723146	8.719676	8.954516	8.473361	7.583181	8.724122
Probe_2613	10.41515	11.08363	10.76923	10.52483	10.81272	11.02868	10.87195	10.85697	10.28236	10.29234	9.983307	10.25668
Probe_2614	6.517778	6.883865	7.201732	7.01182	6.1151	6.60257	6.173907	6.366768	7.056215	7.60024	6.024969	7.508262
Probe_2615	5.740601	5.565874	5.517811	6.003211	5.380653	6.920591	5.895123	6.593569	6.912961	6.323127	5.278806	5.866411
Probe_2616	7.513127	6.703973	7.77178	7.123066	6.949663	6.891954	7.244602	6.925821	6.535743	6.896223	5.445227	7.620608
Probe_2617	9.272219	7.780697	9.616753	8.672846	8.594313	7.660124	9.112606	8.285504	7.632341	9.138774	7.521993	9.248312
Probe_2618	5.367207	5.713773	5.860523	5.235796	5.658497	5.197826	5.112462	4.757557	4.797952	4.270903	4.547197	4.856204
Probe_2619	9.290625	8.916235	9.557626	9.366567	9.592319	8.928894	9.548471	9.604996	8.818426	9.597514	8.378811	9.327465
Probe_2620	11.59682	11.73462	11.55226	11.43345	11.67945	11.58378	11.79031	11.11941	11.0957	11.026	10.92889	10.95357
Probe_2621	11.41392	11.57927	11.19415	11.25928	11.82284	11.60898	11.74765	11.19402	11.17023	11.2182	10.9662	11.23402
Probe_2622	8.853306	8.312052	9.188962	9.182556	9.806801	9.098951	9.500519	9.62563	8.893274	9.480223	8.950594	9.511114
Probe_2623	9.663147	9.945293	10.00634	10.60679	10.54018	10.96524	10.48975	10.90139	10.68216	10.31815	10.4689	10.30031
Probe_2624	12.72758	12.53149	12.71093	12.52732	12.72631	12.55147	12.76827	12.65179	12.07627	12.13916	12.12538	11.61922
Probe_2625	7.987298	8.032316	8.306991	8.53317	7.455261	7.777768	7.907329	7.831326	8.615961	8.838082	8.505296	8.601919
Probe_2626	9.074115	9.959301	9.52814	9.334003	9.79227	9.814706	9.813821	9.902292	9.541844	9.099845	8.608454	9.30639
Probe_2627	8.794799	9.773972	9.247168	9.073922	8.597796	9.684117	9.073424	9.130285	9.013585	8.455039	7.842589	8.703378
Probe_2628	8.72824	7.965784	9.101942	8.534112	9.022781	8.140794	9.430988	8.972118	7.761943	9.086935	7.831206	9.07029
Probe_2629	9.037742	8.728676	9.578539	8.998875	9.349984	8.549723	9.539192	9.3651	8.461443	9.720564	8.034095	9.502317
Probe_2630	8.812787	8.835239	8.886264	8.451965	9.118894	8.733083	8.994823	9.03769	7.946433	8.470443	6.57517	8.094685
Probe_2631	8.737633	8.599604	8.538329	9.086322	8.554949	8.908155	8.253313	8.777591	9.702542	9.670978	9.39807	9.415357
Probe_2632	7.541856	7.235268	7.381794	7.480798	8.104499	8.345081	7.842702	7.174466	6.681576	6.700162	9.122033	6.59469
Probe_2633	9.48887	9.912145	9.869214	10.06221	9.3188	9.818961	9.52233	9.729473	10.3134	10.40072	10.49077	10.254
Probe_2634	9.139273	9.362634	9.870187	9.006396	9.040745	8.759442	9.58482	9.058557	9.071781	9.483129	8.755732	9.641757
Probe_2635	7.744134	7.919054	8.500471	7.727049	6.938474	6.823278	7.18939	6.931648	7.988355	8.0718	7.310122	8.335037
Probe_2636	10.07915	10.33231	10.60821	10.69667	10.91627	10.90442	10.99744	10.98904	10.77281	11.00179	10.46945	10.64148
Probe_2637	9.260548	7.70624	9.418919	8.682018	9.138735	7.763299	9.321966	8.964939	7.390788	9.52444	8.402036	9.286311
Probe_2638	8.488089	7.242202	9.277153	8.564096	9.182347	7.77765	9.598399	8.540837	6.512285	8.675128	7.049402	8.684412
Probe_2639	8.490747	8.129061	8.410536	8.29059	7.930761	7.55518	7.954342	7.725387	7.906464	7.767953	7.67123	8.113539
Probe_2640	8.64484	7.680676	8.259701	8.25205	8.026889	7.851181	7.760826	7.929832	7.843312	7.616042	8.092313	7.764374
Probe_2641	9.445609	7.758869	8.443876	8.182062	7.328944	6.969519	7.559836	7.527907	7.258585	8.458448	6.209171	8.125202
Probe_2642	9.187948	9.920101	9.969761	9.749812	9.525133	9.837719	9.710741	9.46161	9.793693	9.905076	9.498123	9.974716
Probe_2643	8.469231	8.775429	8.719871	8.61394	8.385284	8.318574	8.781933	7.923482	8.43054	8.106207	7.478689	8.257906
Probe_2644	8.206824	8.228169	8.117955	8.36501	7.607449	8.002061	8.049184	8.103713	8.45704	8.087404	8.307283	8.05862
Probe_2645	9.114502	9.480754	9.568032	9.458905	8.746807	9.433679	9.079175	8.829266	9.62534	9.321387	9.623629	9.567462
Probe_2646	8.491629	9.374079	9.035261	8.724367	9.018615	9.373085	9.026252	9.023671	9.236282	9.504559	8.1699	9.461666
Probe_2647	8.076212	8.472614	8.381353	8.368873	7.76286	8.226745	7.465917	7.4707	8.377961	8.28231	7.715646	8.435729
Probe_2648	9.539225	9.493757	9.865272	9.915194	9.673325	9.71474	9.793956	9.786851	9.994495	10.18335	10.06449	10.4068
Probe_2649	8.028702	8.66621	8.503762	8.329689	5.580902	7.548514	7.479505	7.887909	9.008014	9.574773	7.997151	8.634818
Probe_2650	7.363346	7.839368	8.290438	8.136448	6.42561	6.770763	7.399111	7.229396	6.889364	7.535929	6.985466	7.339218
Probe_2651	10.2401	10.15851	10.5334	9.984091	10.41921	10.01812	10.59667	10.39619	9.538581	9.942702	9.3638	9.935648
Probe_2652	9.256617	8.542243	9.42823	9.040131	7.755562	7.906007	8.220132	8.422578	8.224089	8.814791	6.916978	8.494044
Probe_2653	8.167995	7.645615	8.371106	7.528603	7.851562	7.330836	7.902116	7.465379	7.711736	8.265137	7.050621	8.296701
Probe_2654	7.138825	5.940038	7.213415	6.433801	6.265904	6.108568	6.357031	4.800848	5.757023	6.432587	3.490288	6.465922
Probe_2655	6.255622	7.093613	6.740658	7.342928	6.164553	7.633351	6.778182	7.391175	7.928773	7.233131	7.136684	7.744551
Probe_2656	9.010002	9.403773	9.360266	9.814147	9.703051	10.10178	9.642617	9.767676	10.08159	10.04785	9.806297	9.995951
Probe_2657	7.995728	8.816062	8.414516	8.403651	8.254485	8.81571	8.526527	8.615162	8.548313	8.349485	8.092313	8.641084
Probe_2658	11.10052	11.27528	11.10436	11.29541	11.48234	11.55773	11.49088	11.55371	11.446	11.39885	11.36882	11.41498
Probe_2659	7.479546	7.553491	7.341497	7.328253	6.588262	7.179441	7.009896	7.317521	7.778892	7.832143	7.108838	7.754407
Probe_2660	9.850751	9.852893	10.23582	10.97297	10.81808	10.92853	10.87386	11.101	10.82957	10.91082	10.66369	10.70581
Probe_2661	8.515538	8.718447	8.616218	9.306855	8.953289	9.638849	9.197015	9.431811	9.629406	9.445104	9.093872	9.058173
Probe_2662	9.875865	9.62523	9.612808	9.820018	9.392126	10.12561	9.452943	9.665922	10.21902	9.534525	9.827478	10.09206
Probe_2663	9.817319	10.11792	9.869747	9.826015	10.17655	10.23901	10.28929	10.24774	9.723644	9.809575	9.035643	9.583839
Probe_2664	8.75462	9.076588	9.106403	9.39238	8.862795	9.409665	9.048936	9.317238	9.87118	9.347821	9.608015	9.716538
Probe_2665	9.136076	9.344034	8.994874	9.711861	9.29398	9.950915	9.262276	9.6544	9.673542	9.602138	9.270793	8.980774
Probe_2666	8.176757	8.264161	8.105338	7.488547	8.269014	8.018462	8.501937	8.160497	7.591365	7.677367	8.349777	7.863585
Probe_2667	9.820094	10.24463	10.52987	11.04528	10.6509	11.01081	10.67575	11.1048	11.50525	11.4082	11.39681	11.11062
Probe_2668	9.827082	6.123989	10.18026	7.086869	9.024001	5.911265	9.6374	7.909869	5.574235	8.696234	4.557992	8.507045
Probe_2669	8.852636	5.958383	9.420196	7.755001	9.115975	5.977493	9.527088	7.950608	3.798424	6.298675	3.889989	5.897303
Probe_2670	7.759981	8.366427	8.288935	8.030165	7.805002	8.588752	8.386535	8.187679	8.374857	7.548167	7.840444	7.987128
Probe_2671	8.920025	9.658138	9.341261	9.305323	9.466798	9.689336	9.546219	9.747953	9.290447	9.485743	8.394381	9.303653
Probe_2672	11.31581	11.49972	11.01573	10.88898	11.44245	11.3586	11.33258	11.11279	10.72879	10.57017	10.1707	10.5162
Probe_2673	8.974796	9.47383	9.189587	8.863087	8.383112	9.210009	8.571373	8.351465	9.199024	8.247439	8.397247	8.785122
Probe_2674	8.489812	9.36573	8.948688	8.826113	8.993162	9.292524	8.993015	9.13939	9.554084	9.445029	9.084925	9.251979
Probe_2675	9.678396	8.43356	9.866472	8.87038	9.949856	8.580873	9.971098	9.049666	7.317973	9.310211	5.82061	8.987355
Probe_2676	9.947216	10.68829	10.67936	10.33568	10.63351	10.5337	10.58717	10.1873	9.90601	10.14462	10.26108	9.912574
Probe_2677	8.148558	7.480467	7.639869	7.295897	6.565425	7.240953	6.9656	7.018256	7.140165	6.73372	6.540629	7.238242
Probe_2678	9.183164	9.721506	9.682417	9.383868	9.586909	9.374642	9.772197	9.564567	9.17282	9.348	8.604509	9.515327
Probe_2679	9.744958	9.721491	9.84997	9.447344	9.920103	9.345973	10.00739	9.625038	9.128786	9.296501	9.271783	9.480047
Probe_2680	7.535602	7.813627	7.721803	7.27672	5.853557	7.296568	7.085892	7.26433	7.065572	7.080786	4.946474	7.02963
Probe_2681	5.381782	5.74844	5.104932	4.819592	4.656262	5.072277	5.151587	4.308419	5.095262	4.574453	4.16637	4.847336
Probe_2682	8.884488	9.173812	9.056819	8.734953	8.24184	8.525035	8.695291	9.061042	8.826793	9.52786	8.71463	9.230604
Probe_2683	9.82719	10.43475	10.09708	10.17763	9.935004	10.30684	10.04041	10.31404	10.13163	10.02943	9.958313	10.09683
Probe_2684	10.02267	10.11443	10.0569	9.565005	9.743306	9.734688	9.603778	9.834512	9.250969	9.214982	8.387354	9.00322
Probe_2685	7.243764	7.572761	7.306864	7.007723	7.448513	7.625694	7.543055	7.492061	7.370992	7.703121	6.752762	7.329877
Probe_2686	7.29687	7.102973	7.856538	6.794481	6.251573	6.155608	7.484444	7.184756	6.689788	7.442388	5.129415	7.295558
Probe_2687	8.239847	8.693929	8.648394	8.73579	8.479853	8.383773	8.491148	8.123532	8.407714	8.537649	7.760081	8.558145
Probe_2688	11.08582	11.08966	10.99875	10.96073	11.11884	11.19535	11.28327	10.50315	9.749068	9.686879	9.080045	9.475387
Probe_2689	10.79531	10.95366	10.7285	10.68558	11.20281	11.13772	11.01186	10.85462	10.36959	10.44866	9.856306	10.3632
Probe_2690	8.719105	7.974701	8.670065	9.079597	8.15712	8.21462	8.631002	8.510353	8.780199	9.559201	8.569123	9.251267
Probe_2691	9.096515	8.156432	9.373315	8.251137	9.677577	7.795267	9.710726	8.824679	7.657168	8.7104	6.573062	8.606387
Probe_2692	7.631126	6.479051	8.358752	7.776683	8.147714	7.462339	8.459673	8.282922	7.216562	8.776571	5.032066	8.342097
Probe_2693	9.751186	8.058241	8.911287	8.500555	7.961154	7.537389	8.402164	8.377154	8.547504	9.984874	8.173857	9.475727
Probe_2694	7.629415	7.824189	7.905513	7.621004	7.259141	7.521027	7.787302	7.870476	7.948747	8.1458	7.021291	8.176891
Probe_2695	7.667878	6.857459	7.142066	6.733164	7.12029	6.879559	7.033093	7.176303	6.729825	6.942045	7.656983	6.834383
Probe_2696	12.5117	12.336	12.45519	12.19542	11.67878	11.87798	12.06918	11.56728	11.92542	11.94746	12.13731	12.26885
Probe_2697	12.66861	12.43774	12.69	12.27324	11.97578	11.96201	12.33651	12.05159	12.00075	12.12079	12.23545	12.35991
Probe_2698	8.913545	7.509015	9.314706	8.007252	8.951008	7.575214	8.959764	8.243593	7.053329	8.434528	6.623065	8.495831
Probe_2699	7.967929	8.041018	8.349299	7.745728	7.886056	7.72034	8.269089	8.345813	7.389601	7.884952	6.66714	7.873266
Probe_2700	7.673182	6.30282	8.220301	6.8387	7.615556	4.347503	8.185891	6.028507	5.653347	7.382252	4.318837	7.700884
Probe_2701	9.315573	8.534739	9.162195	9.254464	8.933375	8.579059	8.726675	9.115543	9.08143	9.754719	9.620267	9.90699
Probe_2702	8.74781	7.261813	8.851199	7.891322	9.202339	7.347657	9.311453	8.111793	6.878284	8.76449	5.996513	8.504589
Probe_2703	7.768403	8.392541	8.187461	9.023965	8.186758	8.853013	8.362856	9.016416	8.988571	8.847605	7.460358	8.823641
Probe_2704	9.174067	9.292819	9.477902	9.920469	9.656321	9.832083	9.661395	9.76	9.742037	9.664307	9.400852	9.81097
Probe_2705	8.622367	8.28858	9.046374	8.420794	8.256647	8.122279	8.559545	8.548849	7.624108	8.382667	7.007532	8.587909
Probe_2706	8.493259	8.153344	8.122274	8.407408	7.659204	7.897966	7.394248	7.380626	8.300842	7.823476	7.462756	7.846575
Probe_2707	7.371759	7.555716	7.66175	7.944279	7.811773	7.781137	7.659903	7.672835	8.095561	7.914672	7.106694	7.759595
Probe_2708	7.811323	7.739214	8.267718	8.303667	4.613249	6.948846	6.937344	7.203759	7.817981	8.236694	8.024048	8.384076
Probe_2709	8.625238	8.453851	9.23367	8.49209	8.867964	8.137488	9.24589	8.460665	7.523421	8.490735	6.837388	8.689383
Probe_2710	9.975146	10.19008	10.15559	10.8158	10.9802	11.1389	10.99581	11.03344	10.62324	10.4329	10.48398	10.11959
Probe_2711	9.06801	8.628952	9.438923	8.468221	9.289378	8.603678	9.049315	8.66919	8.590434	9.217199	8.133949	9.110567
Probe_2712	8.571468	6.068669	8.863938	6.952229	7.166223	5.726771	8.076458	7.909761	5.529181	7.137708	2.592691	7.54447
Probe_2713	9.293596	6.801586	9.386289	7.272434	8.72792	6.885257	9.453845	9.070722	6.746326	8.237855	5.786858	8.308835
Probe_2714	8.613174	7.274578	8.680806	7.870371	8.632083	7.661614	8.772027	7.914738	7.756083	8.842775	7.854214	8.541042
Probe_2715	11.47989	11.31613	11.36738	11.1015	10.76045	10.86071	10.84826	11.23309	10.87955	11.04192	10.91433	10.6918
Probe_2716	9.039599	9.361323	9.135704	9.127628	8.608791	9.202107	8.691901	8.694824	8.970917	8.78895	8.393854	8.714589
Probe_2717	8.040536	6.023768	5.846842	6.213252	7.542181	7.336917	7.734554	8.137391	7.10943	7.10943	7.10943	7.10943
Probe_2718	13.03839	13.23722	13.36677	13.41943	13.22347	13.23734	13.23636	13.00169	13.44049	13.28366	13.4759	13.3469
Probe_2719	9.107991	9.043563	8.819486	8.588115	8.988537	8.960639	8.743397	8.575849	8.738498	8.775742	9.42234	8.786789
Probe_2720	8.856176	9.618477	9.086346	8.682345	9.03887	9.525973	9.249287	9.19501	8.672439	8.645046	7.281402	8.342501
Probe_2721	9.170809	9.210428	9.053923	9.182496	9.078751	9.214676	8.854064	9.036121	9.277659	9.161595	9.175165	8.970736
Probe_2722	10.30259	7.539035	10.25232	9.060518	10.73132	7.929276	10.7082	10.17083	7.014143	9.74418	7.950054	9.696783
Probe_2723	9.879271	7.568389	10.13083	8.868227	9.78835	7.588422	9.658652	9.065249	7.292147	9.393453	7.806408	9.571675
Probe_2724	10.42495	10.87545	10.69825	10.82767	10.70721	10.6887	10.7558	10.44859	10.8764	11.30383	11.0608	11.29335
Probe_2725	9.10837	7.522291	9.535326	8.455734	8.552469	6.635833	9.322978	8.543987	6.437179	9.001546	7.024231	8.808337
Probe_2726	8.630507	6.037409	9.210338	8.136299	8.838533	6.049892	9.338248	8.62259	4.829865	8.884146	6.34796	8.913491
Probe_2727	8.218558	6.965334	8.569316	7.627038	8.063697	6.968298	8.441562	7.900432	7.18148	8.989491	6.59049	8.761013
Probe_2728	6.288955	6.845603	6.90641	7.773172	6.337695	7.494808	6.841684	7.437203	8.43537	8.224957	8.370818	7.931878
Probe_2729	5.997015	5.930643	5.973662	5.420856	5.670767	5.828522	5.431125	6.027948	6.680817	6.367319	5.110221	6.069795
Probe_2730	4.720776	5.286316	4.26138	5.359398	3.374525	3.46425	4.626059	-0.4107	2.678424	3.817777	2.718563	4.028481
Probe_2731	6.071724	6.240789	5.92562	5.794148	6.040509	6.692846	6.225736	6.894163	7.128036	5.815435	5.249555	5.732272
Probe_2732	6.128518	6.228284	6.233416	5.982067	4.725665	5.619624	5.255656	5.194544	5.91898	6.340899	2.855402	6.001404
Probe_2733	7.739139	8.156432	7.858621	7.633082	7.34387	7.680015	7.610205	7.987742	7.447364	7.469162	6.513036	7.392678
Probe_2734	8.347023	8.583523	8.513822	8.498913	8.720593	8.442251	8.334725	8.423049	8.214329	8.033874	8.789843	8.44583
Probe_2735	8.324325	8.977057	9.183762	9.043826	8.383095	8.956896	9.108464	9.12704	9.283956	9.041591	8.359987	9.126761
Probe_2736	8.916217	9.988571	9.635018	9.782176	8.606076	9.875634	8.954097	9.390973	9.678259	9.380312	9.916689	9.135253
Probe_2737	8.2861	7.376039	8.710614	8.389408	8.420171	7.619244	9.000276	8.70565	7.156508	8.505061	6.892282	8.441687
Probe_2738	7.62074	6.35959	7.560814	7.497852	7.21219	5.361467	7.964214	7.030071	4.917866	6.373112	6.678523	6.556265
Probe_2739	10.38236	10.4631	10.36073	10.20078	10.32647	10.34127	10.36576	10.32893	9.991182	10.08232	10.0771	10.07283
Probe_2740	9.095492	9.16127	9.114562	9.481553	8.829209	9.539934	9.001419	9.247389	9.844406	10.10406	9.785194	9.856721
Probe_2741	9.305877	7.672043	10.6465	10.65263	8.152594	6.031336	11.333	11.29016	5.732296	7.634775	9.201318	9.942369
Probe_2742	10.19749	10.2806	10.41646	10.72341	10.78902	10.61384	10.90327	10.92613	10.47125	10.42534	10.22982	10.53561
Probe_2743	6.704761	6.791606	6.840249	6.132172	5.293429	6.159034	5.955234	6.050336	6.448808	6.271116	5.931248	6.364504
Probe_2744	8.897749	8.79158	9.105285	9.699978	9.439397	9.598773	9.356665	9.612231	9.798211	9.628265	9.666048	9.818932
Probe_2745	8.242436	8.65335	8.528208	8.766791	7.232181	8.28129	8.124364	7.332171	9.12415	9.060285	8.432387	9.089636
Probe_2746	10.89723	10.00949	10.79361	10.18952	11.0848	10.06145	11.04139	10.43524	9.390423	10.51634	9.72888	10.49557
Probe_2747	9.915864	10.10801	10.25101	10.72713	11.1709	11.04659	11.05985	11.10161	10.54704	10.66627	10.54484	10.58427
Probe_2748	8.109308	8.472301	8.471505	8.171382	8.30463	8.494608	8.743495	9.082583	9.248879	9.411363	9.418681	9.544899
Probe_2749	8.881423	8.865681	9.184025	9.414095	9.140871	9.143786	9.384041	9.779169	9.203612	9.823276	9.096346	9.73537
Probe_2750	9.207463	9.244961	9.201256	9.187896	8.796984	9.149193	9.246657	9.150316	9.193205	9.172132	9.255829	9.363224
Probe_2751	8.539388	8.910868	8.820335	8.565075	8.476159	8.835798	8.798912	8.787942	8.424204	8.685548	7.241993	8.178645
Probe_2752	8.185549	7.109977	8.576258	7.600024	8.206321	6.787328	8.267091	8.007431	6.64871	8.421383	6.597994	8.121249
Probe_2753	6.017532	4.40689	6.376884	5.992293	5.379035	5.027703	5.981444	5.860119	5.095005	6.462213	4.352511	5.792225
Probe_2754	9.124101	9.279197	8.967863	9.248962	8.483272	9.084309	8.729325	9.506946	9.304725	9.48633	8.780917	9.080554
Probe_2755	11.62555	11.52583	11.41562	11.48096	11.24895	11.31368	11.45543	10.96861	11.19729	11.61247	11.04187	10.96278
Probe_2756	5.529755	6.042073	5.796857	5.906643	5.321748	6.032275	5.947021	6.109718	6.01889	5.556031	3.803444	5.926616
Probe_2757	6.855678	6.645428	6.866784	6.562597	7.959625	6.957624	7.231413	7.321928	6.719225	6.362454	7.043869	6.80604
Probe_2758	10.30003	9.034331	10.33922	9.86477	10.36686	9.317462	10.53078	10.03149	9.1147	10.2213	9.791078	10.27283
Probe_2759	9.427983	9.204975	10.18104	10.18647	10.4952	9.834092	10.61322	10.28355	10.0783	10.74703	9.974357	10.50753
Probe_2760	9.362084	9.463696	9.329274	9.325733	9.630176	9.554664	9.539165	9.557311	8.964485	8.823288	9.709182	8.75669
Probe_2761	7.364818	6.822666	7.398846	6.976719	6.308741	6.470768	6.621366	6.307135	7.125041	7.982263	6.51321	7.680289
Probe_2762	10.31936	8.453456	10.67659	10.07927	10.9812	8.783967	11.25241	10.26241	8.030044	10.61057	8.744138	10.75392
Probe_2763	5.293168	5.072577	5.928541	5.09484	5.282366	4.890554	6.476489	6.706807	4.197441	5.822608	5.474981	5.459402
Probe_2764	8.838085	7.931795	8.913189	8.750901	8.53575	7.815825	8.82596	8.6835	7.61104	8.468608	7.917999	8.700027
Probe_2765	9.986482	10.00967	9.989451	9.383847	9.188099	9.068776	9.517	9.481898	8.845641	9.475952	8.620594	9.140313
Probe_2766	8.351028	8.96951	9.039149	9.099524	8.881457	9.29129	9.064516	9.085735	9.392571	9.242283	8.965926	9.403464
Probe_2767	11.95946	12.18999	12.26733	12.42353	12.14475	12.32355	12.23388	12.19115	12.51973	12.45391	12.63453	12.48467
Probe_2768	7.637849	7.306627	7.147968	7.548591	6.219718	7.068875	7.03769	7.265437	7.609334	7.142893	6.794754	7.393245
Probe_2769	7.23338	6.768462	7.610095	7.62714	3.35369	6.655352	6.511327	6.388727	7.449718	7.433235	6.532978	7.218122
Probe_2770	10.34627	9.776869	10.1169	9.722258	8.919748	9.506778	9.586453	9.064371	9.366047	8.737298	9.151696	9.422851
Probe_2771	8.389167	7.325872	8.686487	7.919888	8.003956	6.532585	8.597967	8.074912	7.252845	8.573662	6.839153	8.409213
Probe_2772	8.633678	6.371207	9.072679	7.936361	8.999853	6.375681	9.13973	8.235397	6.218936	9.243367	6.81894	9.382864
Probe_2773	8.955882	5.884163	9.569039	8.524471	9.02391	6.063453	9.684056	8.444141	3.460205	9.055204	6.196884	9.478689
Probe_2774	9.212764	8.338968	9.218222	8.925118	9.543662	8.983681	9.551739	9.487888	9.01714	9.894136	8.806981	9.538519
Probe_2775	8.513763	7.042601	8.747934	8.023882	8.866596	7.48566	9.031698	8.677269	7.310885	9.142873	7.218219	8.910196
Probe_2776	6.521764	6.590599	6.344227	5.956043	5.76161	6.227581	6.507682	6.368609	6.068097	5.898264	4.962179	5.806997
Probe_2777	8.458206	8.83961	8.694939	8.704855	8.410731	8.71743	8.682043	8.666299	8.48213	8.307756	8.400081	8.485954
Probe_2778	8.788565	8.605602	8.565822	8.391351	8.67351	8.447583	8.512484	8.443615	8.75061	8.123149	8.839119	8.577478
Probe_2779	8.94494	8.60967	9.152247	9.031103	9.34107	9.03024	9.293207	9.297444	9.102886	9.528403	8.322298	9.47332
Probe_2780	5.21153	6.253923	6.536667	6.380534	5.503005	5.736816	6.215675	7.168191	5.900065	6.157848	6.555499	6.43255
Probe_2781	6.917778	7.407803	7.141709	7.268846	6.993369	7.244021	6.831827	7.186005	7.405031	7.054078	6.87417	7.511278
Probe_2782	8.506867	8.969605	9.039996	9.015939	8.556464	8.860587	8.871206	9.162782	9.148868	9.292543	9.237643	8.943924
Probe_2783	7.520414	7.795754	7.572412	7.599474	7.497493	7.806189	7.618393	7.673712	7.650262	6.503924	7.101619	7.405618
Probe_2784	9.30861	8.930312	9.18552	8.802775	7.922412	8.412015	8.298933	8.24589	9.117274	9.129162	8.36941	9.213663
Probe_2785	9.022124	8.707511	9.414664	8.909692	8.812229	8.096399	9.170311	8.695141	7.659753	8.376308	7.97867	8.457048
Probe_2786	10.13414	10.28695	10.36125	10.11833	9.660538	9.92915	9.857353	9.757737	10.011	10.11511	9.643732	10.19418
Probe_2787	9.854011	9.377341	9.342413	9.689561	7.887013	8.886126	8.008955	8.234195	8.735031	8.247059	7.474647	8.267091
Probe_2788	7.888688	8.207542	8.397974	8.229857	8.237726	8.32859	8.57775	8.020352	7.646501	7.530399	6.794871	7.883285
Probe_2789	10.65089	10.15453	10.5663	10.1564	10.59133	10.26977	10.74075	10.43651	9.588413	9.883441	9.511844	9.77131
Probe_2790	9.568429	9.927707	9.981225	9.813048	9.35698	9.842809	9.623402	9.592141	9.97602	9.710395	9.891193	9.948728
Probe_2791	10.56836	11.01095	10.99702	10.76062	10.64847	10.82503	10.9914	10.70155	10.83376	10.55956	10.77119	10.79899
Probe_2792	7.533587	7.505851	7.445139	7.571449	7.549092	6.958089	7.628934	7.545737	7.434303	6.605069	8.394557	7.227972
Probe_2793	6.419193	6.596643	6.968978	6.910289	6.690445	6.206016	6.371714	6.891929	6.08396	6.681056	6.617204	4.143197
Probe_2794	10.55873	10.08502	10.59245	9.784515	10.48532	9.781922	10.5362	9.942185	9.722442	10.45529	9.593329	10.22812
Probe_2795	6.888877	7.219624	6.839544	6.81473	6.040533	6.843507	6.654034	7.159387	7.663693	7.869588	7.21882	7.528564
Probe_2796	9.028544	9.162965	9.523148	9.08328	9.005947	8.895336	9.299494	8.922335	8.638617	9.021155	8.057862	9.264846
Probe_2797	10.80634	11.12026	11.00222	10.7754	10.55249	10.84201	10.81416	9.830962	10.55269	9.69324	10.54473	9.890777
Probe_2798	11.55246	11.8151	11.88996	11.56842	11.80003	11.77332	11.97338	11.63577	11.69596	11.55948	11.66127	11.41252
Probe_2799	7.751142	8.131317	8.189059	8.035937	7.483977	7.956614	8.040202	7.988582	8.104269	7.83227	7.398385	7.713201
Probe_2800	7.180426	8.276539	8.144225	7.985631	6.958622	7.800311	7.603982	7.612279	8.299991	8.19424	6.692246	7.947134
Probe_2801	9.510127	9.752732	9.73721	10.13155	9.756466	9.947352	9.7917	10.0037	10.1428	9.987307	10.05379	9.90505
Probe_2802	10.84354	11.15569	11.03856	11.09253	10.77988	10.87353	10.57161	10.63779	11.20093	11.05877	11.29817	10.90149
Probe_2803	9.141216	9.010475	9.608427	9.1042	9.392268	8.998692	9.800313	8.923116	8.574904	9.508942	8.653723	9.421814
Probe_2804	6.854183	7.684693	7.218113	7.492366	7.643878	7.822023	7.201506	8.039451	7.920692	8.224875	7.289576	7.786636
Probe_2805	8.416717	9.2903	9.002632	9.756927	9.166286	9.943157	9.173917	8.820364	10.33617	10.23772	10.21035	10.33721
Probe_2806	9.072762	9.639078	9.457106	9.981881	9.722439	10.28169	9.799432	10.16543	10.51637	10.62381	10.38219	10.38021
Probe_2807	9.291993	9.762035	9.402059	9.334736	8.701542	9.543034	9.091062	9.484245	9.477165	9.28266	8.410163	8.805525
Probe_2808	7.714534	8.401822	8.110744	8.112314	8.012647	8.285874	8.144036	8.501503	8.047904	8.034672	6.702588	7.552193
Probe_2809	8.595299	8.675692	8.549819	8.687183	8.522013	8.577863	8.415053	8.529727	9.158324	8.458226	9.71891	8.935731
Probe_2810	9.773845	10.36064	10.04902	9.84514	10.06449	10.30739	10.15236	10.17001	9.673592	9.539054	9.011912	9.619899
Probe_2811	8.267587	8.614242	8.800796	8.41515	7.185549	8.211562	7.822271	7.649953	8.073718	7.219953	6.396336	7.688208
Probe_2812	8.105154	7.559316	8.751176	7.780966	7.479619	6.976077	8.052563	7.787974	6.656582	8.285384	6.644549	8.085642
Probe_2813	8.27304	8.068133	8.197438	8.046027	7.107761	7.576968	7.719738	6.520391	7.854357	7.964081	6.70987	7.885568
Probe_2814	8.414596	8.253526	8.820776	8.188717	8.67215	8.145183	8.828451	8.491244	7.488129	8.336756	5.782367	8.081627
Probe_2815	3.235422	3.422865	3.796982	2.736278	-6.43058	4.6055	3.937909	3.825002	3.975483	3.524214	0.736683	3.512682
Probe_2816	7.511998	7.88019	7.771655	7.581253	7.815435	7.725087	7.769223	7.423116	8.20209	8.107547	8.734771	8.295842
